company_name,company_country_code,company_city,company_market,investor_name,investor_country_code,investor_city,funded_at,funded_month,funded_year,raised_amount_usd,company_name_lower,unicorn_flag
Apttus,USA,San Mateo,Software,Salesforce,USA,San Francisco,09/17/2013 00:00,2013-09,2013,37000000,apttus,TRUE
DocuSign,USA,San Francisco,Software,Salesforce,USA,San Francisco,12/08/2010 00:00,2010-12,2010,27000000,docusign,TRUE
Anaplan,USA,San Francisco,Enterprise Software,Salesforce,USA,San Francisco,03/05/2013 00:00,2013-03,2013,33000000,anaplan,TRUE
MuleSoft,USA,San Francisco,Data Integration,Salesforce,USA,San Francisco,04/03/2013 00:00,2013-04,2013,37000000,mulesoft,TRUE
Box,USA,Los Altos,File Sharing,Salesforce,USA,San Francisco,10/28/2011 00:00,2011-10,2011,81000000,box,TRUE
Pure Storage,USA,Mountain View,Storage,Samsung Ventures,KOR,Seoul,08/29/2013 00:00,2013-08,2013,150000000,purestorage,TRUE
MuleSoft,USA,San Francisco,Data Integration,SAP Ventures,USA,Palo Alto,03/30/2010 00:00,2010-03,2010,12000000,mulesoft,TRUE
One97 Communications,IND,New Delhi,Mobile,SAP Ventures,USA,Palo Alto,10/10/2011 00:00,2011-10,2011,10000000,one97communications,TRUE
MuleSoft,USA,San Francisco,Data Integration,SAP Ventures,USA,Palo Alto,04/03/2013 00:00,2013-04,2013,37000000,mulesoft,TRUE
LinkedIn,USA,Mountain View,Software,SAP Ventures,USA,Palo Alto,10/22/2008 00:00,2008-10,2008,22700000,linkedin,TRUE
Box,USA,Los Altos,File Sharing,SAP Ventures,USA,Palo Alto,07/31/2012 00:00,2012-07,2012,125000000,box,TRUE
DocuSign,USA,San Francisco,Software,SAP Ventures,USA,Palo Alto,07/12/2012 00:00,2012-07,2012,55700000,docusign,TRUE
DocuSign,USA,San Francisco,Software,Scale Venture Partners,USA,Foster City,12/08/2010 00:00,2010-12,2010,27000000,docusign,TRUE
Box,USA,Los Altos,File Sharing,Scale Venture Partners,USA,Foster City,01/29/2013 00:00,2013-01,2013,25000000,box,TRUE
Box,USA,Los Altos,File Sharing,Scale Venture Partners,USA,Foster City,02/24/2011 00:00,2011-02,2011,48000000,box,TRUE
Box,USA,Los Altos,File Sharing,Scale Venture Partners,USA,Foster City,10/28/2011 00:00,2011-10,2011,81000000,box,TRUE
Box,USA,Los Altos,File Sharing,Scale Venture Partners,USA,Foster City,07/31/2012 00:00,2012-07,2012,125000000,box,TRUE
Box,USA,Los Altos,File Sharing,Scale Venture Partners,USA,Foster City,04/07/2010 00:00,2010-04,2010,15000000,box,TRUE
Dollar Shave Club,USA,Los Angeles,E-Commerce,Science,USA,Santa Monica,11/01/2012 00:00,2012-11,2012,9800000,dollarshaveclub,TRUE
Dollar Shave Club,USA,Los Angeles,E-Commerce,Science,USA,Santa Monica,03/06/2012 00:00,2012-03,2012,1000000,dollarshaveclub,TRUE
Skyscanner,GBR,Edinburgh,Search,Scottish Equity Partners,GBR,Glasgow,11/01/2007 00:00,2007-11,2007,5207611,skyscanner,TRUE
FanDuel,USA,New York,Fantasy Sports,Scottish Investment Bank,GBR,Glasgow,01/14/2009 00:00,2009-01,2009,1200000,fanduel,TRUE
FanDuel,USA,New York,Fantasy Sports,Scottish Investment Bank,GBR,Glasgow,01/30/2013 00:00,2013-01,2013,11000000,fanduel,TRUE
DocuSign,USA,San Francisco,Software,Second Century Ventures,USA,Chicago,11/18/2009 00:00,2009-11,2009,2999999,docusign,TRUE
TransferWise,GBR,London,Virtualization,Seedcamp,GBR,London,08/01/2011 00:00,2011-08,2011,72075,transferwise,TRUE
MongoDB,USA,New York,Cloud Computing,Sequoia Capital,USA,Menlo Park,10/04/2013 00:00,2013-10,2013,150000000,mongodb,TRUE
Thumbtack,,,Curated Web,Sequoia Capital,USA,Menlo Park,06/13/2013 00:00,2013-06,2013,12500000,thumbtack,TRUE
Okta,USA,San Francisco,Enterprise Software,Sequoia Capital,USA,Menlo Park,09/13/2013 00:00,2013-09,2013,27000000,okta,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Sequoia Capital,USA,Menlo Park,09/12/2013 00:00,2013-09,2013,20000000,jawbone,TRUE
Zomato,IND,Gurgaon,Restaurants,Sequoia Capital,USA,Menlo Park,11/06/2013 00:00,2013-11,2013,37000000,zomato,TRUE
WhatsApp,USA,Santa Clara,Messaging,Sequoia Capital,USA,Menlo Park,07/01/2013 00:00,2013-07,2013,50000000,whatsapp,TRUE
MongoDB,USA,New York,Cloud Computing,Sequoia Capital,USA,Menlo Park,12/02/2010 00:00,2010-12,2010,6500000,mongodb,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,Sequoia Capital,USA,Menlo Park,11/10/2010 00:00,2010-11,2010,7200000,airbnb,TRUE
Eventbrite,USA,San Francisco,Events,Sequoia Capital,USA,Menlo Park,10/06/2010 00:00,2010-10,2010,20000000,eventbrite,TRUE
Stripe,USA,San Francisco,Credit Cards,Sequoia Capital,USA,Menlo Park,07/09/2012 00:00,2012-07,2012,20000000,stripe,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,Sequoia Capital,USA,Menlo Park,04/01/2009 00:00,2009-04,2009,600000,airbnb,TRUE
Okta,USA,San Francisco,Enterprise Software,Sequoia Capital,USA,Menlo Park,12/04/2012 00:00,2012-12,2012,25000000,okta,TRUE
Jasper,USA,Mountain View,Internet of Things,Sequoia Capital,USA,Menlo Park,06/01/2007 00:00,2007-06,2007,31600000,jasper,TRUE
MongoDB,USA,New York,Cloud Computing,Sequoia Capital,USA,Menlo Park,09/12/2011 00:00,2011-09,2011,20000000,mongodb,TRUE
Houzz,USA,Palo Alto,Curated Web,Sequoia Capital,USA,Menlo Park,12/19/2011 00:00,2011-12,2011,11600000,houzz,TRUE
Stripe,USA,San Francisco,Credit Cards,Sequoia Capital,USA,Menlo Park,09/30/2011 00:00,2011-09,2011,2000000,stripe,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Sequoia Capital,USA,Menlo Park,01/01/2008 00:00,2008-01,2008,30000000,jawbone,TRUE
Dropbox,USA,San Francisco,Storage,Sequoia Capital,USA,Menlo Park,11/24/2009 00:00,2009-11,2009,6000000,dropbox,TRUE
Prosper,USA,San Francisco,Personal Finance,Sequoia Capital,USA,Menlo Park,09/24/2013 00:00,2013-09,2013,25000000,prosper,TRUE
Mixpanel,USA,San Francisco,Analytics,Sequoia Capital,USA,Menlo Park,05/27/2011 00:00,2011-05,2011,1250000,mixpanel,TRUE
Mu Sigma,USA,Northbrook,Analytics,Sequoia Capital,USA,Menlo Park,06/06/2011 00:00,2011-06,2011,25000000,musigma,TRUE
Sunrun,USA,San Francisco,Solar,Sequoia Capital,USA,Menlo Park,06/29/2010 00:00,2010-06,2010,55000000,sunrun,TRUE
MarkLogic,USA,San Carlos,Enterprise Software,Sequoia Capital,USA,Menlo Park,05/26/2009 00:00,2009-05,2009,12500000,marklogic,TRUE
Instacart,USA,San Francisco,Groceries,Sequoia Capital,USA,Menlo Park,07/10/2013 00:00,2013-07,2013,8500000,instacart,TRUE
Eventbrite,USA,San Francisco,Events,Sequoia Capital,USA,Menlo Park,11/04/2009 00:00,2009-11,2009,6500000,eventbrite,TRUE
MarkLogic,USA,San Carlos,Enterprise Software,Sequoia Capital,USA,Menlo Park,04/10/2013 00:00,2013-04,2013,25725481,marklogic,TRUE
Dropbox,USA,San Francisco,Storage,Sequoia Capital,USA,Menlo Park,10/18/2011 00:00,2011-10,2011,250000000,dropbox,TRUE
MarkLogic,USA,San Carlos,Enterprise Software,Sequoia Capital,USA,Menlo Park,07/16/2007 00:00,2007-07,2007,15000000,marklogic,TRUE
LinkedIn,USA,Mountain View,Software,Sequoia Capital,USA,Menlo Park,06/17/2008 00:00,2008-06,2008,53000000,linkedin,TRUE
Jasper,USA,Mountain View,Internet of Things,Sequoia Capital,USA,Menlo Park,07/01/2008 00:00,2008-07,2008,25000000,jasper,TRUE
MongoDB,USA,New York,Cloud Computing,Sequoia Capital,USA,Menlo Park,05/29/2012 00:00,2012-05,2012,42000000,mongodb,TRUE
Sunrun,USA,San Francisco,Solar,Sequoia Capital,USA,Menlo Park,05/23/2012 00:00,2012-05,2012,60000000,sunrun,TRUE
WhatsApp,USA,Santa Clara,Messaging,Sequoia Capital,USA,Menlo Park,04/08/2011 00:00,2011-04,2011,8000000,whatsapp,TRUE
Evernote,USA,Redwood City,Software,Sequoia Capital,USA,Menlo Park,10/19/2010 00:00,2010-10,2010,20000000,evernote,TRUE
Ele.me,CHN,Shanghai,E-Commerce,Sequoia Capital,USA,Menlo Park,11/27/2013 00:00,2013-11,2013,25000000,ele.me,TRUE
Dianping,CHN,Shanghai,E-Commerce,Sequoia Capital,USA,Menlo Park,04/01/2006 00:00,2006-04,2006,2000000,dianping,TRUE
Meituan.com,CHN,Beijing,Photography,Sequoia Capital,USA,Menlo Park,08/01/2010 00:00,2010-08,2010,20000000,meituan.com,TRUE
Evernote,USA,Redwood City,Software,Sequoia Capital,USA,Menlo Park,07/13/2011 00:00,2011-07,2011,50000000,evernote,TRUE
Houzz,USA,Palo Alto,Curated Web,Sequoia Capital,USA,Menlo Park,01/29/2013 00:00,2013-01,2013,35000000,houzz,TRUE
Prosper,USA,San Francisco,Personal Finance,Sequoia Capital,USA,Menlo Park,01/22/2013 00:00,2013-01,2013,20000000,prosper,TRUE
Stripe,USA,San Francisco,Credit Cards,Sequoia Capital,USA,Menlo Park,02/09/2012 00:00,2012-02,2012,18000000,stripe,TRUE
Qualtrics,USA,Provo,Software,Sequoia Capital,USA,Menlo Park,05/15/2012 00:00,2012-05,2012,70000000,qualtrics,TRUE
Square,USA,San Francisco,Mobile Payments,Sequoia Capital,USA,Menlo Park,01/10/2011 00:00,2011-01,2011,27500000,square,TRUE
Jasper,USA,Mountain View,Internet of Things,Sequoia Capital,USA,Menlo Park,02/01/2012 00:00,2012-02,2012,61200000,jasper,TRUE
Klarna,SWE,Stockholm,Freelancers,Sequoia Capital,USA,Menlo Park,05/04/2010 00:00,2010-05,2010,9000000,klarna,TRUE
Jasper,USA,Mountain View,Internet of Things,Sequoia Capital,USA,Menlo Park,06/01/2005 00:00,2005-06,2005,7500000,jasper,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,Sequoia Capital,USA,Menlo Park,10/28/2013 00:00,2013-10,2013,200000000,airbnb,TRUE
Medallia,USA,Palo Alto,Customer Service,Sequoia Capital,USA,Menlo Park,09/27/2012 00:00,2012-09,2012,35000000,medallia,TRUE
Dropbox,USA,San Francisco,Storage,Sequoia Capital,USA,Menlo Park,09/04/2008 00:00,2008-09,2008,1200000,dropbox,TRUE
Dianping,CHN,Shanghai,E-Commerce,Sequoia Capital,USA,Menlo Park,09/01/2007 00:00,2007-09,2007,25000000,dianping,TRUE
Anaplan,USA,San Francisco,Enterprise Software,Shasta Ventures,USA,Menlo Park,03/05/2013 00:00,2013-03,2013,33000000,anaplan,TRUE
Zuora,USA,Foster City,Facebook Applications,Shasta Ventures,USA,Menlo Park,09/05/2013 00:00,2013-09,2013,50000000,zuora,TRUE
Zuora,USA,Foster City,Facebook Applications,Shasta Ventures,USA,Menlo Park,11/09/2010 00:00,2010-11,2010,20000000,zuora,TRUE
Nextdoor,USA,San Francisco,Privacy,Shasta Ventures,USA,Menlo Park,02/12/2013 00:00,2013-02,2013,21600000,nextdoor,TRUE
Zuora,USA,Foster City,Facebook Applications,Shasta Ventures,USA,Menlo Park,11/16/2011 00:00,2011-11,2011,36000000,zuora,TRUE
Dollar Shave Club,USA,Los Angeles,E-Commerce,Shasta Ventures,USA,Menlo Park,03/06/2012 00:00,2012-03,2012,1000000,dollarshaveclub,TRUE
Nextdoor,USA,San Francisco,Privacy,Shasta Ventures,USA,Menlo Park,10/29/2013 00:00,2013-10,2013,60000000,nextdoor,TRUE
Zuora,USA,Foster City,Facebook Applications,Shasta Ventures,USA,Menlo Park,10/28/2008 00:00,2008-10,2008,15000000,zuora,TRUE
Anaplan,USA,San Francisco,Enterprise Software,Shasta Ventures,USA,Menlo Park,01/19/2012 00:00,2012-01,2012,11400000,anaplan,TRUE
Nextdoor,USA,San Francisco,Privacy,Shasta Ventures,USA,Menlo Park,07/24/2012 00:00,2012-07,2012,18600000,nextdoor,TRUE
InMobi,USA,San Francisco,Mobile,Sherpalo Ventures,USA,Menlo Park,07/13/2010 00:00,2010-07,2010,8000000,inmobi,TRUE
InMobi,USA,San Francisco,Mobile,Sherpalo Ventures,USA,Menlo Park,01/01/2008 00:00,2008-01,2008,7100000,inmobi,TRUE
JustFab,USA,El Segundo,Fashion,Shining Capital,HKG,,09/26/2013 00:00,2013-09,2013,40000000,justfab,TRUE
JustFab,USA,El Segundo,Fashion,Shining Capital,HKG,,12/19/2013 00:00,2013-12,2013,15000000,justfab,TRUE
DocuSign,USA,San Francisco,Software,Sigma Partners,USA,Boston,12/08/2010 00:00,2010-12,2010,27000000,docusign,TRUE
DocuSign,USA,San Francisco,Software,Sigma Partners,USA,Boston,05/08/2009 00:00,2009-05,2009,5000000,docusign,TRUE
DocuSign,USA,San Francisco,Software,Sigma Partners,USA,Boston,09/01/2007 00:00,2007-09,2007,12400000,docusign,TRUE
DocuSign,USA,San Francisco,Software,Sigma Partners,USA,Boston,04/01/2006 00:00,2006-04,2006,10000000,docusign,TRUE
MediaMath,USA,New York,Advertising,Silicon Valley Bank,USA,Santa Clara,08/05/2009 00:00,2009-08,2009,2500000,mediamath,TRUE
One97 Communications,IND,New Delhi,Mobile,Silicon Valley Bank,USA,Santa Clara,10/23/2008 00:00,2008-10,2008,25000000,one97communications,TRUE
Lending Club,USA,San Francisco,Finance Technology,Silicon Valley Bank,USA,Santa Clara,05/18/2009 00:00,2009-05,2009,3970000,lendingclub,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Silver Lake Partners,USA,Menlo Park,09/12/2013 00:00,2013-09,2013,93000000,jawbone,TRUE
Foursquare,USA,New York,Location Based Services,Silver Lake Partners,USA,Menlo Park,04/11/2013 00:00,2013-04,2013,41000000,foursquare,TRUE
Groupon,USA,Chicago,Advertising,Silver Lake Partners,USA,Menlo Park,01/11/2011 00:00,2011-01,2011,950000000,groupon,TRUE
Fab,USA,New York,Design,SingTel Innov8,SGP,Singapore,07/31/2013 00:00,2013-07,2013,10000000,fab,TRUE
Quixey,USA,Mountain View,Search,SK Planet,KOR,Seoul,06/07/2012 00:00,2012-06,2012,20000000,quixey,TRUE
Kabam,USA,San Francisco,Games,SK Telecom Ventures,USA,Sunnyvale,05/26/2011 00:00,2011-05,2011,85000000,kabam,TRUE
Pinterest,USA,San Francisco,Curated Web,Slow Ventures,USA,San Francisco,05/17/2012 00:00,2012-05,2012,100000000,pinterest,TRUE
Foursquare,USA,New York,Location Based Services,Smallcap World Fund,USA,Los Angeles,12/19/2013 00:00,2013-12,2013,35000000,foursquare,TRUE
Flipkart,IND,Bangalore,Online Shopping,Sofina,BEL,Bruxelles,10/08/2013 00:00,2013-10,2013,160000000,flipkart,TRUE
Snapdeal,IND,New Delhi,E-Commerce,SoftBank,JPN,Tokyo,08/13/2013 00:00,2013-08,2013,75000000,snapdeal,TRUE
InMobi,USA,San Francisco,Mobile,SoftBank,JPN,Tokyo,09/15/2011 00:00,2011-09,2011,200000000,inmobi,TRUE
BuzzFeed,USA,New York,Entertainment,SoftBank Capital,USA,New York,01/03/2013 00:00,2013-01,2013,19300000,buzzfeed,TRUE
BuzzFeed,USA,New York,Entertainment,SoftBank Capital,USA,New York,01/09/2012 00:00,2012-01,2012,15500000,buzzfeed,TRUE
BuzzFeed,USA,New York,Entertainment,SoftBank Capital,USA,New York,07/09/2008 00:00,2008-07,2008,3500000,buzzfeed,TRUE
Zynga,USA,San Francisco,Technology,SoftBank Capital,USA,New York,06/14/2010 00:00,2010-06,2010,300000000,zynga,TRUE
Gilt Groupe,USA,New York,Shopping,SoftBank Capital,USA,New York,05/08/2011 00:00,2011-05,2011,138000000,giltgroupe,TRUE
Alibaba,CHN,Hangzhou,E-Commerce,SoftBank Capital,USA,New York,02/01/2004 00:00,2004-02,2004,82000000,alibaba,TRUE
BuzzFeed,USA,New York,Entertainment,SoftBank Capital,USA,New York,05/12/2010 00:00,2010-05,2010,8000000,buzzfeed,TRUE
Fab,USA,New York,Design,SoftTech VC,USA,Palo Alto,07/11/2011 00:00,2011-07,2011,1000000,fab,TRUE
Fab,USA,New York,Design,SoftTech VC,USA,Palo Alto,12/13/2010 00:00,2010-12,2010,1750000,fab,TRUE
Postmates,USA,San Francisco,E-Commerce,SoftTech VC,USA,Palo Alto,05/01/2011 00:00,2011-05,2011,750000,postmates,TRUE
Eventbrite,USA,San Francisco,Events,SoftTech VC,USA,Palo Alto,12/01/2008 00:00,2008-12,2008,1500000,eventbrite,TRUE
Fab,USA,New York,Design,SoftTech VC,USA,Palo Alto,12/07/2011 00:00,2011-12,2011,40000000,fab,TRUE
Fab,USA,New York,Design,SoftTech VC,USA,Palo Alto,08/11/2011 00:00,2011-08,2011,7700000,fab,TRUE
Postmates,USA,San Francisco,E-Commerce,SoftTech VC,USA,Palo Alto,04/15/2012 00:00,2012-04,2012,1200000,postmates,TRUE
Kik,CAN,Waterloo,Messaging,Spark Capital,USA,Boston,03/07/2011 00:00,2011-03,2011,8000000,kik,TRUE
Foursquare,USA,New York,Location Based Services,Spark Capital,USA,Boston,06/24/2011 00:00,2011-06,2011,50000000,foursquare,TRUE
Warby Parker,USA,New York,Retail,Spark Capital,USA,Boston,01/01/2013 00:00,2013-01,2013,41500000,warbyparker,TRUE
Twitter,USA,San Francisco,Software,Spark Capital,USA,Boston,02/13/2009 00:00,2009-02,2009,35000000,twitter,TRUE
Kik,CAN,Waterloo,Messaging,Spark Capital,USA,Boston,04/21/2013 00:00,2013-04,2013,19500000,kik,TRUE
Warby Parker,USA,New York,Retail,Spark Capital,USA,Boston,12/20/2013 00:00,2013-12,2013,60000000,warbyparker,TRUE
Foursquare,USA,New York,Location Based Services,Spark Capital,USA,Boston,04/11/2013 00:00,2013-04,2013,41000000,foursquare,TRUE
Twitter,USA,San Francisco,Software,Spark Capital,USA,Boston,09/25/2009 00:00,2009-09,2009,100000000,twitter,TRUE
Twitter,USA,San Francisco,Software,Spark Capital,USA,Boston,05/01/2008 00:00,2008-05,2008,15000000,twitter,TRUE
lynda.com,USA,Carpinteria,Education,Spectrum Equity,USA,Boston,01/16/2013 00:00,2013-01,2013,103000000,lynda.com,TRUE
Square,USA,San Francisco,Mobile Payments,Starbucks,USA,Seattle,09/17/2012 00:00,2012-09,2012,200000000,square,TRUE
AppDirect,USA,San Francisco,PaaS,StarVest Partners,USA,New York,09/10/2013 00:00,2013-09,2013,9000000,appdirect,TRUE
GoPro,USA,San Mateo,Hardware + Software,Steamboat Ventures,USA,Burbank,05/05/2011 00:00,2011-05,2011,88000000,gopro,TRUE
AppDirect,USA,San Francisco,PaaS,Stingray Digital,CAN,Montrí©al,04/28/2011 00:00,2011-04,2011,3250000,appdirect,TRUE
AppDirect,USA,San Francisco,PaaS,Stingray Digital,CAN,Montrí©al,07/18/2012 00:00,2012-07,2012,8500000,appdirect,TRUE
Auction.com,USA,Irvine,Real Estate,Stone Point Capital,USA,Greenwich,01/09/2013 00:00,2013-01,2013,91700000,auction.com,TRUE
Uber,USA,San Francisco,Transportation,Summit Action Fund,USA,Eden,12/07/2011 00:00,2011-12,2011,37000000,uber,TRUE
Warby Parker,USA,New York,Retail,Summit Action Fund,USA,Eden,10/27/2010 00:00,2010-10,2010,500000,warbyparker,TRUE
Lazada Group,MYS,Kuala Lumpur,E-Commerce,Summit Partners,USA,Boston,12/06/2012 00:00,2012-12,2012,26000000,lazadagroup,TRUE
Jumia,,,E-Commerce,Summit Partners,USA,Boston,03/06/2013 00:00,2013-03,2013,26000000,jumia,TRUE
AVAST Software,CZE,Prague,Security,Summit Partners,USA,Boston,08/23/2010 00:00,2010-08,2010,100000000,avastsoftware,TRUE
Lazada Group,MYS,Kuala Lumpur,E-Commerce,Summit Partners,USA,Boston,06/19/2013 00:00,2013-06,2013,100000000,lazadagroup,TRUE
Delphix,USA,Menlo Park,Software,Summit Partners,USA,Boston,06/06/2012 00:00,2012-06,2012,25000000,delphix,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Sunbridge Partners,USA,Beachwood,09/15/2011 00:00,2011-09,2011,150000000,bloomenergy,TRUE
Sunrun,USA,San Francisco,Solar,SunShot Initiative fund,,,10/24/2013 00:00,2013-10,2013,1600000,sunrun,TRUE
SurveyMonkey,USA,Palo Alto,Software,SunTrust Robinson Humphreys,,,11/03/2010 00:00,2010-11,2010,100000000,surveymonkey,TRUE
Credit Karma,USA,San Francisco,Finance,Susquehanna Growth Equity,USA,Bala Cynwyd,04/02/2013 00:00,2013-04,2013,30000000,creditkarma,TRUE
Pure Storage,USA,Mountain View,Storage,Sutter Hill Ventures,USA,Palo Alto,08/29/2013 00:00,2013-08,2013,150000000,purestorage,TRUE
Pure Storage,USA,Mountain View,Storage,Sutter Hill Ventures,USA,Palo Alto,08/23/2011 00:00,2011-08,2011,30000000,purestorage,TRUE
Yext,USA,New York,SaaS,Sutter Hill Ventures,USA,Palo Alto,06/12/2012 00:00,2012-06,2012,27000000,yext,TRUE
Glassdoor,USA,Sausalito,Career Management,Sutter Hill Ventures,USA,Palo Alto,12/05/2013 00:00,2013-12,2013,50000000,glassdoor,TRUE
Glassdoor,USA,Sausalito,Career Management,Sutter Hill Ventures,USA,Palo Alto,02/10/2011 00:00,2011-02,2011,12000000,glassdoor,TRUE
Pure Storage,USA,Mountain View,Storage,Sutter Hill Ventures,USA,Palo Alto,08/15/2012 00:00,2012-08,2012,40000000,purestorage,TRUE
Pure Storage,USA,Mountain View,Storage,Sutter Hill Ventures,USA,Palo Alto,01/01/2009 00:00,2009-01,2009,5000000,purestorage,TRUE
Glassdoor,USA,Sausalito,Career Management,Sutter Hill Ventures,USA,Palo Alto,10/28/2008 00:00,2008-10,2008,6500000,glassdoor,TRUE
Yext,USA,New York,SaaS,Sutter Hill Ventures,USA,Palo Alto,09/01/2008 00:00,2008-09,2008,3500000,yext,TRUE
Yext,USA,New York,SaaS,Sutter Hill Ventures,USA,Palo Alto,07/28/2011 00:00,2011-07,2011,10000000,yext,TRUE
Glassdoor,USA,Sausalito,Career Management,Sutter Hill Ventures,USA,Palo Alto,10/31/2012 00:00,2012-10,2012,20000000,glassdoor,TRUE
Yext,USA,New York,SaaS,Sutter Hill Ventures,USA,Palo Alto,10/01/2009 00:00,2009-10,2009,25000000,yext,TRUE
TransferWise,GBR,London,Virtualization,SV Angel,USA,San Francisco,05/13/2013 00:00,2013-05,2013,6000000,transferwise,TRUE
Fab,USA,New York,Design,SV Angel,USA,San Francisco,07/11/2011 00:00,2011-07,2011,1000000,fab,TRUE
DoorDash,USA,Palo Alto,Small and Medium Businesses,SV Angel,USA,San Francisco,09/30/2013 00:00,2013-09,2013,2400000,doordash,TRUE
Flipboard,USA,Palo Alto,News,SV Angel,USA,San Francisco,07/20/2010 00:00,2010-07,2010,10500000,flipboard,TRUE
Okta,USA,San Francisco,Enterprise Software,SV Angel,USA,San Francisco,02/12/2010 00:00,2010-02,2010,10000000,okta,TRUE
ZocDoc,USA,New York,Heathcare,SV Angel,USA,San Francisco,07/14/2010 00:00,2010-07,2010,15000000,zocdoc,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,SV Angel,USA,San Francisco,11/10/2010 00:00,2010-11,2010,7200000,airbnb,TRUE
GitHub,USA,San Francisco,Software,SV Angel,USA,San Francisco,07/09/2012 00:00,2012-07,2012,100000000,github,TRUE
Quora,USA,Mountain View,Semantic Search,SV Angel,USA,San Francisco,03/28/2010 00:00,2010-03,2010,11000000,quora,TRUE
Kabbage,USA,Atlanta,Finance,SV Angel,USA,San Francisco,09/17/2012 00:00,2012-09,2012,30000000,kabbage,TRUE
Lookout,USA,San Francisco,Security,SV Angel,USA,San Francisco,09/21/2011 00:00,2011-09,2011,40000000,lookout,TRUE
Stripe,USA,San Francisco,Credit Cards,SV Angel,USA,San Francisco,09/30/2011 00:00,2011-09,2011,2000000,stripe,TRUE
Groupon,USA,Chicago,Advertising,SV Angel,USA,San Francisco,12/01/2009 00:00,2009-12,2009,30000000,groupon,TRUE
Zynga,USA,San Francisco,Technology,SV Angel,USA,San Francisco,01/01/2008 00:00,2008-01,2008,10000000,zynga,TRUE
Foursquare,USA,New York,Location Based Services,SV Angel,USA,San Francisco,09/04/2009 00:00,2009-09,2009,1350000,foursquare,TRUE
Twilio,USA,San Francisco,Enterprise Software,SV Angel,USA,San Francisco,11/09/2010 00:00,2010-11,2010,12000000,twilio,TRUE
Foursquare,USA,New York,Location Based Services,SV Angel,USA,San Francisco,06/29/2010 00:00,2010-06,2010,20000000,foursquare,TRUE
AppNexus,USA,New York,Technology,SV Angel,USA,San Francisco,12/27/2007 00:00,2007-12,2007,2500000,appnexus,TRUE
Eventbrite,USA,San Francisco,Events,SV Angel,USA,San Francisco,12/01/2008 00:00,2008-12,2008,1500000,eventbrite,TRUE
Credit Karma,USA,San Francisco,Finance,SV Angel,USA,San Francisco,11/04/2009 00:00,2009-11,2009,2500000,creditkarma,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,SV Angel,USA,San Francisco,07/01/2007 00:00,2007-07,2007,5000000,jawbone,TRUE
Dropbox,USA,San Francisco,Storage,SV Angel,USA,San Francisco,10/18/2011 00:00,2011-10,2011,250000000,dropbox,TRUE
Snapchat,USA,Pacific Palisades,File Sharing,SV Angel,USA,San Francisco,12/01/2012 00:00,2012-12,2012,12500000,snapchat,TRUE
Cloudera,USA,Palo Alto,Enterprise Software,SV Angel,USA,San Francisco,03/16/2009 00:00,2009-03,2009,5000000,cloudera,TRUE
Facebook,USA,Menlo Park,Communities,SV Angel,USA,San Francisco,04/01/2006 00:00,2006-04,2006,27500000,facebook,TRUE
Twitter,USA,San Francisco,Software,SV Angel,USA,San Francisco,07/01/2007 00:00,2007-07,2007,5000000,twitter,TRUE
Warby Parker,USA,New York,Retail,SV Angel,USA,San Francisco,07/06/2011 00:00,2011-07,2011,1500000,warbyparker,TRUE
Domo,USA,American Fork,Web Development,SV Angel,USA,San Francisco,07/13/2011 00:00,2011-07,2011,33000000,domo,TRUE
Yext,USA,New York,SaaS,SV Angel,USA,San Francisco,07/28/2011 00:00,2011-07,2011,10000000,yext,TRUE
Fab,USA,New York,Design,SV Angel,USA,San Francisco,08/11/2011 00:00,2011-08,2011,7700000,fab,TRUE
Nextdoor,USA,San Francisco,Privacy,SV Angel,USA,San Francisco,07/24/2012 00:00,2012-07,2012,18600000,nextdoor,TRUE
BuzzFeed,USA,New York,Entertainment,SV Angel,USA,San Francisco,05/12/2010 00:00,2010-05,2010,8000000,buzzfeed,TRUE
Snapchat,USA,Pacific Palisades,File Sharing,SV Angel,USA,San Francisco,06/22/2013 00:00,2013-06,2013,80000000,snapchat,TRUE
Porch,,,Networking,SV Angel,USA,San Francisco,06/05/2013 00:00,2013-06,2013,6250000,porch,TRUE
SimpliVity,USA,Westborough,Storage,Swisscom Ventures,CHE,Bern,11/18/2013 00:00,2013-11,2013,58000000,simplivity,TRUE
Lookout,USA,San Francisco,Security,T-Venture,DEU,Bonn-lengsdorf,10/10/2013 00:00,2013-10,2013,55000000,lookout,TRUE
MongoDB,USA,New York,Cloud Computing,T. Rowe Price,USA,Baltimore,10/04/2013 00:00,2013-10,2013,150000000,mongodb,TRUE
LivingSocial,USA,Washington,E-Commerce,T. Rowe Price,USA,Baltimore,04/04/2011 00:00,2011-04,2011,400000000,livingsocial,TRUE
Pure Storage,USA,Mountain View,Storage,T. Rowe Price,USA,Baltimore,08/29/2013 00:00,2013-08,2013,150000000,purestorage,TRUE
